"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"RELIANCE","EQ","01-Jan-2020","       1514.05","       1518.00","       1527.10","       1505.50","       1511.80","       1509.60","       1515.23","    6402372","          9701063103.40","     122265"
"RELIANCE","EQ","02-Jan-2020","       1509.60","       1512.00","       1540.95","       1512.00","       1534.10","       1535.30","       1530.86","    8096561","         12394709675.75","     151727"
"RELIANCE","EQ","03-Jan-2020","       1535.30","       1533.00","       1541.65","       1523.00","       1536.00","       1537.15","       1532.73","    9593498","         14704283071.80","     149003"
"RELIANCE","EQ","06-Jan-2020","       1537.15","       1520.00","       1527.90","       1498.00","       1499.90","       1501.50","       1512.57","   11209343","         16954936799.60","     225138"
"RELIANCE","EQ","07-Jan-2020","       1501.50","       1519.00","       1534.50","       1513.50","       1526.95","       1524.60","       1523.12","    7627191","         11617096335.05","     180713"
"RELIANCE","EQ","08-Jan-2020","       1524.60","       1515.00","       1534.45","       1510.00","       1514.00","       1513.15","       1518.24","    7336561","         11138643617.80","     169662"
"RELIANCE","EQ","09-Jan-2020","       1513.15","       1538.60","       1550.00","       1531.25","       1549.50","       1548.00","       1541.76","    6849606","         10560431962.80","     154953"
"RELIANCE","EQ","10-Jan-2020","       1548.00","       1551.90","       1557.95","       1539.65","       1546.85","       1547.65","       1549.42","    5704686","          8838954165.35","     136340"
"RELIANCE","EQ","13-Jan-2020","       1547.65","       1545.05","       1558.70","       1538.40","       1539.85","       1543.70","       1548.94","    8358090","         12946146806.55","     143022"
"RELIANCE","EQ","14-Jan-2020","       1543.70","       1540.00","       1550.00","       1521.85","       1529.10","       1529.40","       1533.76","    7230788","         11090262628.40","     173502"
"RELIANCE","EQ","15-Jan-2020","       1529.40","       1535.85","       1539.90","       1518.25","       1524.10","       1523.85","       1526.75","    7231393","         11040550715.00","     212172"
"RELIANCE","EQ","16-Jan-2020","       1523.85","       1529.00","       1543.35","       1528.00","       1538.70","       1537.90","       1535.41","    5873662","          9018508367.20","     164724"
"RELIANCE","EQ","17-Jan-2020","       1537.90","       1553.50","       1584.95","       1553.20","       1581.00","       1581.00","       1573.00","   13469708","         21187907268.25","     279304"
"RELIANCE","EQ","20-Jan-2020","       1581.00","       1609.00","       1609.00","       1526.40","       1532.20","       1532.35","       1557.85","   14878868","         23179100842.45","     338270"
"RELIANCE","EQ","21-Jan-2020","       1532.35","       1528.60","       1545.85","       1522.00","       1535.00","       1533.90","       1535.68","    8650831","         13284891871.10","     233395"
"RELIANCE","EQ","22-Jan-2020","       1533.90","       1544.00","       1546.75","       1531.10","       1535.25","       1533.35","       1538.16","    4719245","          7258954215.65","     143828"
"RELIANCE","EQ","23-Jan-2020","       1533.35","       1536.50","       1541.95","       1520.70","       1529.60","       1526.85","       1528.79","    5142088","          7861187151.20","     149239"
"RELIANCE","EQ","24-Jan-2020","       1526.85","       1527.00","       1536.35","       1518.55","       1524.05","       1521.55","       1525.74","    6687633","         10203594712.60","     152146"
"RELIANCE","EQ","27-Jan-2020","       1521.55","       1514.90","       1524.45","       1505.00","       1508.00","       1506.55","       1513.43","    6120429","          9262815086.30","     130826"
"RELIANCE","EQ","28-Jan-2020","       1506.55","       1508.60","       1510.00","       1463.60","       1473.50","       1471.75","       1485.82","   11215313","         16663988524.40","     271852"
"RELIANCE","EQ","29-Jan-2020","       1471.75","       1474.05","       1494.40","       1464.05","       1480.00","       1479.85","       1479.34","   11313297","         16736172827.55","     254760"
"RELIANCE","EQ","30-Jan-2020","       1479.85","       1479.00","       1479.70","       1440.00","       1443.00","       1443.75","       1452.40","   10241756","         14875116667.40","     231136"
"RELIANCE","EQ","31-Jan-2020","       1443.75","       1453.00","       1453.25","       1407.20","       1410.00","       1411.65","       1425.75","   15886673","         22650374556.80","     330774"
"RELIANCE","EQ","01-Feb-2020","       1411.65","       1405.30","       1426.95","       1371.10","       1372.00","       1383.35","       1402.89","   11022901","         15463889561.65","     243212"
"RELIANCE","EQ","03-Feb-2020","       1383.35","       1369.90","       1399.95","       1363.05","       1386.00","       1385.50","       1380.77","   14040626","         19386892660.65","     370104"
"RELIANCE","EQ","04-Feb-2020","       1385.50","       1400.00","       1432.50","       1397.80","       1427.50","       1426.40","       1419.31","   11604666","         16470598996.60","     286666"
"RELIANCE","EQ","05-Feb-2020","       1426.40","       1434.90","       1452.80","       1430.30","       1446.30","       1448.50","       1442.46","    8444823","         12181350644.45","     242039"
"RELIANCE","EQ","06-Feb-2020","       1448.50","       1454.10","       1467.00","       1440.10","       1455.00","       1457.80","       1452.93","    7103715","         10321203995.95","     163247"
"RELIANCE","EQ","07-Feb-2020","       1457.80","       1451.00","       1452.35","       1428.30","       1432.00","       1433.65","       1437.06","    5581641","          8021138869.45","     134128"
"RELIANCE","EQ","10-Feb-2020","       1433.65","       1428.00","       1445.50","       1410.45","       1442.20","       1435.60","       1424.41","    6922631","          9860658648.55","     143055"
"RELIANCE","EQ","11-Feb-2020","       1435.60","       1447.40","       1466.20","       1445.05","       1454.50","       1452.75","       1457.22","    6400245","          9326549622.15","     224142"
"RELIANCE","EQ","12-Feb-2020","       1452.75","       1456.15","       1474.85","       1455.00","       1473.15","       1470.30","       1465.86","    6187091","          9069380787.60","     192511"
"RELIANCE","EQ","13-Feb-2020","       1470.30","       1477.75","       1477.75","       1462.60","       1470.45","       1474.15","       1470.71","    6201763","          9120966120.20","     116464"
"RELIANCE","EQ","14-Feb-2020","       1474.15","       1477.25","       1501.45","       1453.10","       1485.85","       1487.60","       1483.41","    9704655","         14395961760.00","     229509"
"RELIANCE","EQ","17-Feb-2020","       1487.60","       1489.00","       1506.15","       1474.30","       1478.50","       1478.25","       1487.62","    6011340","          8942610639.00","     150631"
"RELIANCE","EQ","18-Feb-2020","       1478.25","       1475.90","       1475.90","       1457.40","       1466.90","       1467.40","       1465.63","    5086964","          7455603060.65","     142911"
"RELIANCE","EQ","19-Feb-2020","       1467.40","       1479.35","       1506.45","       1475.10","       1504.50","       1503.80","       1497.34","    6438918","          9641269216.50","     249278"
"RELIANCE","EQ","20-Feb-2020","       1503.80","       1497.00","       1508.00","       1483.80","       1487.00","       1485.95","       1495.83","    7722577","         11551669677.25","     176470"
"RELIANCE","EQ","24-Feb-2020","       1485.95","       1469.75","       1477.00","       1439.55","       1447.10","       1444.95","       1462.78","    9769743","         14291004524.25","     237165"
"RELIANCE","EQ","25-Feb-2020","       1444.95","       1451.40","       1451.40","       1410.00","       1420.00","       1416.40","       1432.47","   12684109","         18169572259.45","     281387"
"RELIANCE","EQ","26-Feb-2020","       1416.40","       1410.00","       1412.35","       1387.35","       1389.50","       1392.00","       1399.83","   13423661","         18790808835.50","     268512"
"RELIANCE","EQ","27-Feb-2020","       1392.00","       1388.00","       1393.80","       1369.00","       1380.45","       1386.25","       1381.33","   11454300","         15822175752.20","     240043"
"RELIANCE","EQ","28-Feb-2020","       1386.25","       1354.90","       1357.00","       1325.00","       1327.00","       1328.65","       1338.96","   17973847","         24066201012.35","     373466"
"RELIANCE","EQ","02-Mar-2020","       1328.65","       1355.10","       1369.00","       1301.10","       1322.00","       1316.15","       1343.40","   13486634","         18117990644.90","     274282"
"RELIANCE","EQ","03-Mar-2020","       1316.15","       1329.70","       1353.90","       1322.00","       1346.35","       1342.85","       1339.28","   12525809","         16775518803.70","     275521"
"RELIANCE","EQ","04-Mar-2020","       1342.85","       1352.00","       1353.80","       1307.90","       1349.00","       1339.70","       1331.24","   10105782","         13453213011.65","     297606"
"RELIANCE","EQ","05-Mar-2020","       1339.70","       1352.20","       1357.95","       1306.00","       1309.90","       1311.15","       1327.07","   13948324","         18510367252.80","     319378"
"RELIANCE","EQ","06-Mar-2020","       1311.15","       1270.00","       1288.15","       1241.10","       1269.85","       1271.00","       1271.62","   15422068","         19610974599.30","     389652"
"RELIANCE","EQ","09-Mar-2020","       1271.00","       1240.05","       1241.00","       1095.00","       1104.50","       1114.15","       1143.56","   40317808","         46105953148.80","     846382"
"RELIANCE","EQ","11-Mar-2020","       1114.15","       1108.00","       1178.45","       1108.00","       1152.00","       1153.55","       1157.92","   27237627","         31538987521.10","     490124"
"RELIANCE","EQ","12-Mar-2020","       1153.55","       1085.00","       1101.00","       1048.70","       1059.00","       1063.00","       1076.20","   25588170","         27538049024.35","     646095"
"RELIANCE","EQ","13-Mar-2020","       1063.00","        998.00","       1140.00","        942.40","       1116.95","       1105.30","       1053.35","   33509757","         35297404438.20","     706395"
"RELIANCE","EQ","16-Mar-2020","       1105.30","       1060.55","       1079.70","       1005.00","       1012.20","       1015.70","       1046.83","   17594729","         18418745886.00","     441083"
"RELIANCE","EQ","17-Mar-2020","       1015.70","       1047.25","       1060.00","       1003.20","       1011.50","       1008.00","       1034.68","   20777442","         21497994559.00","     463953"
"RELIANCE","EQ","18-Mar-2020","       1008.00","       1025.30","       1035.90","        961.00","        976.45","        968.50","        992.19","   20450497","         20290776263.75","     499736"
"RELIANCE","EQ","19-Mar-2020","        968.50","        920.10","        967.00","        892.20","        917.70","        917.70","        918.86","   28072062","         25794360273.80","     636588"
"RELIANCE","EQ","20-Mar-2020","        917.70","        939.50","       1034.90","        930.00","       1028.00","       1017.95","        983.98","   28967526","         28503444361.95","     589033"
"RELIANCE","EQ","23-Mar-2020","       1017.95","        916.20","        950.00","        875.65","        891.00","        884.05","        899.32","   18593713","         16721615106.25","     569206"
"RELIANCE","EQ","24-Mar-2020","        884.05","        930.00","        970.00","        895.80","        946.00","        943.40","        934.85","   20919322","         19556500213.85","     590891"
"RELIANCE","EQ","25-Mar-2020","        943.40","        963.80","       1151.55","        963.25","       1074.00","       1082.25","       1053.49","   33433126","         35221338454.85","     799060"
"RELIANCE","EQ","26-Mar-2020","       1082.25","       1095.80","       1116.90","       1042.35","       1069.00","       1066.20","       1074.95","   20912934","         22480324150.35","     592742"
"RELIANCE","EQ","27-Mar-2020","       1066.20","       1095.00","       1107.30","       1046.20","       1067.95","       1065.60","       1070.06","   19044644","         20378895930.60","     502817"
"RELIANCE","EQ","30-Mar-2020","       1065.60","       1040.60","       1074.80","       1020.00","       1031.50","       1030.45","       1044.14","   13820286","         14430304002.65","     386770"
"RELIANCE","EQ","31-Mar-2020","       1030.45","       1073.95","       1129.80","       1048.00","       1100.00","       1113.75","       1093.37","   20249909","         22140676568.55","     506536"
"RELIANCE","EQ","01-Apr-2020","       1113.75","       1122.25","       1124.60","       1045.20","       1084.00","       1080.45","       1072.84","   19017099","         20402365414.20","     414675"
"RELIANCE","EQ","03-Apr-2020","       1080.45","       1134.45","       1134.45","       1056.30","       1088.00","       1077.45","       1077.52","   18912044","         20378095229.65","     519365"
"RELIANCE","EQ","07-Apr-2020","       1077.45","       1102.10","       1214.00","       1100.00","       1211.00","       1206.10","       1161.27","   24859057","         28867992303.70","     556669"
"RELIANCE","EQ","08-Apr-2020","       1206.10","       1180.00","       1229.00","       1160.00","       1197.00","       1192.15","       1194.60","   22803774","         27241443067.90","     538577"
"RELIANCE","EQ","09-Apr-2020","       1192.15","       1214.00","       1232.80","       1193.00","       1217.75","       1219.95","       1214.91","   15101711","         18347214247.30","     368355"
"RELIANCE","EQ","13-Apr-2020","       1219.95","       1203.95","       1215.00","       1180.00","       1192.50","       1189.15","       1191.64","   10822871","         12896993488.10","     263593"
"RELIANCE","EQ","15-Apr-2020","       1189.15","       1197.05","       1236.00","       1143.00","       1157.50","       1149.85","       1191.73","   16147959","         19243981630.60","     404270"
"RELIANCE","EQ","16-Apr-2020","       1149.85","       1149.85","       1187.45","       1145.00","       1170.00","       1168.05","       1172.19","   17123533","         20071955511.50","     387003"
"RELIANCE","EQ","17-Apr-2020","       1168.05","       1216.00","       1230.00","       1192.65","       1229.90","       1224.00","       1208.12","   15209707","         18375116205.00","     322391"
"RELIANCE","EQ","20-Apr-2020","       1224.00","       1226.00","       1257.00","       1202.00","       1248.10","       1243.80","       1228.75","   16472339","         20240404168.15","     365965"
"RELIANCE","EQ","21-Apr-2020","       1243.80","       1210.00","       1252.00","       1164.00","       1251.50","       1237.35","       1204.07","   28057706","         33783478000.15","     573205"
"RELIANCE","EQ","22-Apr-2020","       1237.35","       1320.00","       1384.90","       1300.00","       1359.00","       1363.60","       1341.48","   65230894","         87505942711.40","    1194059"
"RELIANCE","EQ","23-Apr-2020","       1363.60","       1367.35","       1385.85","       1353.30","       1370.15","       1370.90","       1369.10","   29928331","         40974916120.55","     612506"
"RELIANCE","EQ","24-Apr-2020","       1370.90","       1350.15","       1494.95","       1347.20","       1425.80","       1417.00","       1431.67","   61711388","         88350296135.65","    1154959"
"RELIANCE","EQ","27-Apr-2020","       1417.00","       1434.00","       1475.00","       1423.00","       1431.00","       1429.75","       1448.31","   26736512","         38722699504.95","     594518"
"RELIANCE","EQ","28-Apr-2020","       1429.75","       1450.00","       1455.45","       1392.15","       1430.00","       1428.15","       1421.22","   35866381","         50974111340.65","     746066"
"RELIANCE","EQ","29-Apr-2020","       1428.15","       1444.90","       1453.65","       1420.00","       1427.00","       1426.95","       1436.42","   17141540","         24622404116.35","     389293"
"RELIANCE","EQ","30-Apr-2020","       1426.95","       1453.95","       1494.95","       1438.05","       1464.00","       1466.00","       1467.88","   32617901","         47879255960.05","     663204"
"RELIANCE","EQ","04-May-2020","       1466.00","       1440.00","       1465.00","       1417.45","       1435.00","       1435.20","       1442.94","   24439240","         35264364750.75","     544309"
"RELIANCE","EQ","05-May-2020","       1435.20","       1453.70","       1479.00","       1447.20","       1462.65","       1460.65","       1464.23","   20528706","         30058697949.35","     412545"
"RELIANCE","EQ","06-May-2020","       1460.65","       1464.00","       1484.95","       1445.50","       1461.50","       1460.75","       1468.54","   18510304","         27183196663.05","     425042"
"RELIANCE","EQ","07-May-2020","       1460.75","       1455.00","       1513.65","       1445.00","       1512.00","       1506.95","       1484.86","   22871529","         33961065996.95","     465254"
"RELIANCE","EQ","08-May-2020","       1506.95","       1545.00","       1579.90","       1537.10","       1559.45","       1561.80","       1560.62","   38522385","         60118628770.50","     727915"
"RELIANCE","EQ","11-May-2020","       1561.80","       1580.00","       1615.00","       1572.30","       1575.00","       1576.80","       1592.89","   30670404","         48854566347.85","     576001"
"RELIANCE","EQ","12-May-2020","       1576.80","       1564.80","       1568.35","       1465.00","       1486.45","       1479.25","       1511.39","   46029119","         69568011663.15","     807575"
"RELIANCE","EQ","13-May-2020","       1479.25","       1527.00","       1527.00","       1454.00","       1492.50","       1496.45","       1481.10","   30658051","         45407632804.00","     615366"
"RELIANCE","EQ","14-May-2020","       1496.45","       1469.00","       1496.70","       1430.05","       1437.00","       1435.95","       1457.61","   22736714","         33141191470.35","     494402"
"RELIANCE","EQ","15-May-2020","       1435.95","       1444.00","       1466.70","       1415.10","       1453.20","       1459.40","       1439.85","   28683432","         41299828010.10","     592403"
"RELIANCE","EQ","18-May-2020","       1459.40","       1470.00","       1482.00","       1428.00","       1442.55","       1440.75","       1452.86","   28981620","         42106270200.25","     575336"
"RELIANCE","EQ","19-May-2020","       1440.75","       1457.00","       1461.70","       1403.25","       1409.10","       1408.90","       1436.68","   19529216","         28057214575.20","     424987"
"RELIANCE","EQ","20-May-2020","       1408.90","       1410.00","       1446.85","       1393.00","       1437.40","       1433.70","       1426.52","   25530692","         36419940581.50","     446373"
"RELIANCE","EQ","21-May-2020","       1433.70","       1435.00","       1461.45","       1425.00","       1440.00","       1441.25","       1443.94","   18077196","         26102458753.25","     353235"
"RELIANCE","EQ","22-May-2020","       1441.25","       1451.80","       1458.00","       1426.50","       1433.00","       1431.55","       1442.31","   17458503","         25180593225.25","     388907"
"RELIANCE","EQ","26-May-2020","       1431.55","       1448.15","       1449.70","       1416.30","       1426.00","       1424.05","       1428.70","   15330793","         21903166112.45","     341795"
"RELIANCE","EQ","27-May-2020","       1424.05","       1431.00","       1454.00","       1412.00","       1449.85","       1445.55","       1430.20","   16460764","         23542230514.25","     348477"
"RELIANCE","EQ","28-May-2020","       1445.55","       1455.00","       1479.75","       1449.00","       1471.05","       1472.25","       1467.50","   18519252","         27176980636.40","     405603"
"RELIANCE","EQ","29-May-2020","       1472.25","       1468.00","       1472.00","       1452.65","       1470.00","       1464.40","       1462.79","   18471770","         27020285851.40","     300018"
"RELIANCE","EQ","01-Jun-2020","       1464.40","       1480.00","       1538.35","       1475.95","       1521.90","       1520.35","       1512.99","   18434065","         27890475620.10","     354436"
"RELIANCE","EQ","02-Jun-2020","       1520.35","       1526.00","       1540.00","       1520.80","       1537.95","       1535.70","       1531.68","   10224102","         15660044883.85","     224472"
"RELIANCE","EQ","03-Jun-2020","       1535.70","       1545.00","       1560.00","       1533.35","       1543.00","       1541.65","       1543.74","   11713666","         18082824556.40","     227825"
"RELIANCE","EQ","04-Jun-2020","       1541.65","       1544.00","       1589.50","       1541.00","       1576.00","       1579.80","       1570.24","   15784612","         24785560880.55","     356122"
"RELIANCE","EQ","05-Jun-2020","       1579.80","       1595.00","       1618.00","       1573.70","       1579.20","       1581.70","       1596.41","   15270435","         24377905391.85","     339237"
"RELIANCE","EQ","08-Jun-2020","       1581.70","       1618.40","       1618.40","       1565.00","       1571.80","       1569.50","       1588.27","   14498055","         23026897486.70","     322987"
"RELIANCE","EQ","09-Jun-2020","       1569.50","       1560.30","       1583.00","       1533.00","       1535.90","       1537.15","       1555.91","   11934073","         18568335407.30","     307011"
"RELIANCE","EQ","10-Jun-2020","       1537.15","       1543.10","       1579.55","       1540.05","       1575.00","       1572.15","       1556.73","   10214426","         15901058050.65","     262174"
"RELIANCE","EQ","11-Jun-2020","       1572.15","       1566.00","       1567.95","       1531.00","       1538.80","       1537.70","       1546.33","    9408283","         14548302924.85","     269490"
"RELIANCE","EQ","12-Jun-2020","       1537.70","       1500.00","       1593.00","       1497.00","       1588.70","       1588.80","       1552.68","   17790565","         27623018097.70","     337575"
"RELIANCE","EQ","15-Jun-2020","       1588.80","       1565.00","       1626.95","       1561.10","       1612.30","       1614.55","       1593.39","   24509162","         39052737198.75","     467105"
"RELIANCE","EQ","16-Jun-2020","       1614.55","       1643.00","       1648.55","       1585.30","       1614.05","       1617.70","       1617.17","   23623299","         38202982642.70","     424919"
"RELIANCE","EQ","17-Jun-2020","       1617.70","       1608.25","       1635.45","       1602.10","       1611.85","       1615.35","       1618.64","   19282519","         31211518938.20","     299203"
"RELIANCE","EQ","18-Jun-2020","       1615.35","       1607.00","       1665.00","       1605.60","       1662.90","       1655.90","       1636.40","   18677694","         30564098282.65","     327308"
"RELIANCE","EQ","19-Jun-2020","       1655.90","       1670.00","       1788.80","       1662.00","       1763.20","       1759.40","       1727.35","   48828852","         84344321446.80","     752773"
"RELIANCE","EQ","22-Jun-2020","       1759.40","       1773.40","       1804.20","       1735.00","       1752.50","       1746.15","       1771.18","   27781772","         49206651889.20","     613265"
"RELIANCE","EQ","23-Jun-2020","       1746.15","       1750.00","       1763.75","       1716.10","       1721.70","       1720.90","       1731.86","   17521196","         30344310521.95","     400333"
"RELIANCE","EQ","24-Jun-2020","       1720.90","       1735.90","       1772.70","       1711.70","       1732.50","       1727.85","       1739.65","   23808524","         41418523475.35","     488048"
"RELIANCE","EQ","25-Jun-2020","       1727.85","       1727.00","       1749.00","       1713.05","       1719.00","       1717.90","       1728.41","   18312705","         31651803892.75","     318478"
"RELIANCE","EQ","26-Jun-2020","       1717.90","       1728.80","       1752.00","       1717.00","       1750.00","       1741.65","       1731.91","   14270695","         24715505750.70","     279769"
"RELIANCE","EQ","29-Jun-2020","       1741.65","       1728.05","       1739.75","       1715.55","       1722.70","       1723.15","       1724.38","   11825126","         20391055541.05","     225499"
"RELIANCE","EQ","30-Jun-2020","       1723.15","       1737.00","       1741.00","       1695.55","       1707.50","       1704.10","       1718.10","   13973038","         24007093966.15","     277133"
"RELIANCE","EQ","01-Jul-2020","       1704.10","       1720.00","       1749.00","       1708.05","       1736.25","       1737.60","       1730.01","   13136706","         22726570310.95","     256982"
"RELIANCE","EQ","02-Jul-2020","       1737.60","       1743.00","       1767.60","       1735.05","       1759.50","       1760.35","       1755.20","   13286760","         23320864112.30","     262833"
