Date,News Source,Title,Description,URL of Article,Duplicate
9/10/2020,"Business Standard","Reliance Offers Amazon $20-Billion Stake In Retail Arm: Report","The report comes a day after RIL announced that US private equity firm Silver Lake Partners would buy a 1.75 per cent stake in Reliance Retail for Rs ...","/article/companies/amazon-could-buy-20-billion-stake-in-reliance-retail-report-120091000556_1.html",0
9/10/2020,"Business Standard","Reliance Industries Hits Record High; M-Cap Crosses Rs 15 Trillion Mark","The stock has gained 10 per cent in the past two trading days after Silver Lake on Wednesday agreed to invest Rs 7,500 crore ($1 billion) into Relianc...","/article/markets/reliance-industries-hits-record-high-market-cap-nears-rs-15-trillion-mark-120091000303_1.html",0
9/10/2020,"Business Standard","Market: Sensex Ends 646 Pts Higher As Ril Jumps 7%; Nifty Settles At 11,449","All that happened in the markets today","/article/markets/market-live-markets-sensex-nifty-bse-nse-sgx-covid-19-ril-hal-120091000171_1.html",0
9/10/2020,"Business Standard","Stocks To Watch: Ril, Bharat Dynamics, Indiabulls Housing Fin, Adani Power","Here's a list of stocks that may trade actively in today's session.","/article/markets/stocks-to-watch-ril-bharat-dynamics-indiabulls-housing-fin-adani-power-120091000192_1.html",0
9/10/2020,"Reuters","Middle East Funds Eye Stakes Worth Over $750 Mn In Reliance Retail: Report","The discussions come as Reliance earlier in the day said US private equity firm Silver Lake Partners will invest $1.02 billion in its retail business","/article/companies/middle-east-funds-eye-stakes-worth-over-750-mn-in-reliance-retail-report-120091000160_1.html",0
9/9/2020,"Business Standard","Reliance Industries: Retail Valuations May Cap Near Term Upsides For Stock","The investment for a 1.75 per cent equity stake values the retail business at Rs 4.21 trillion","/article/companies/reliance-industries-retail-valuations-may-cap-near-term-upsides-for-stock-120090901578_1.html",0
9/9/2020,"Bloomberg","Kkr In Advanced Talks To Invest $1 Billion For Stake In Reliance Retail","KKR is in discussions for a stake in Reliance Retail Ventures Ltd., a unit of the largest retailer in India, said the people, who asked not to be iden...","/article/companies/kkr-in-advanced-talks-to-invest-1-billion-for-stake-in-reliance-retail-120090900390_1.html",0
9/9/2020,"Business Standard","Ril Gains 1% As Silver Lake To Invest Rs 7,500 Crore In Reliance Retail","This investment values RRVL at a pre-money equity value of Rs 4.21 trillion","/article/markets/ril-up-1-as-silver-lake-to-invest-rs-7-500-cr-in-reliance-retail-venture-120090900294_1.html",0
9/9/2020,"Business Standard","Silver Lake To Invest Rs 7,500 Cr In Reliance Retail For 1.75% Equity","The investment in Reliance Retail comes a day after it led a $500 million funding round for Byju's that valued the Indian online education platform at...","/article/companies/silver-lake-to-invest-rs-7-500-cr-in-reliance-retail-for-1-75-equity-120090900270_1.html",0
9/8/2020,"Business Standard","Market: Sensex Erases Day'S Gains, Ends 52 Pts Lower; Bharti Airtel Dips 3%","All that happened in the markets today","/article/markets/market-live-sensex-nifty-bse-nse-sgx-nifty-covid-19-bharat-dynamics-120090800140_1.html",0
9/8/2020,"Business Standard","Stocks To Watch: Banks, Ril, Vodafone Idea, Irctc, Bharat Dynamics, Wipro","Here's a list of stocks that may trade actively today.","/article/markets/stocks-to-watch-banks-ril-vodafone-idea-irctc-bharat-dynamics-wipro-120090800185_1.html",0
9/8/2020,"Business Standard","Reliance Industries Taps Facebook, Kkr For Investment In Retail Biz","Silver Lake Partners reportedly eyeing stake worth $1 billion in Reliance Retail","/article/companies/reliance-industries-taps-facebook-kkr-for-investment-in-retail-biz-120090701604_1.html",0
9/7/2020,"Business Standard","Bofa Securities Bets On Ril'S 'Layer Of Commerce', Maintains 'Buy'","RIL's approach of owning the ""pipe"" as well as the ""services"" offered on the pipe should help it keep the subscriber base captive, the brokerage says.","/article/markets/bofa-securities-bets-on-ril-s-layer-of-commerce-maintains-buy-120090700435_1.html",0
9/6/2020,"Press Trust of India","8 Of Top-10 Valued Firms Lose Rs 1.11 Trn In M-Cap; Icici, Ril Worst Hit","Tata Consultancy Services and HDFC Bank were the only gainers among the 10 most valued listed firms","/article/companies/8-of-top-10-valued-firms-lose-rs-1-11-trn-in-m-cap-icici-ril-worst-hit-120090600509_1.html",0
9/4/2020,"Business Standard","Market: Sensex Tanks 634 Pts On Broad-Based Sell-Off; Nifty Bank Slips 2%","All that happened in the markets today","/article/markets/market-live-markets-sensex-nifty-bse-nse-sgx-nifty-covid-19-ril-120090400144_1.html",0
9/4/2020,"Business Standard","Stocks To Watch: Ril, Infosys, Vodafone Idea, Itc, Tata Motors, Kec Int'L","Here's a list of stocks that may trade actively in today's session.","/article/markets/stocks-to-watch-ril-infosys-vodafone-idea-itc-tata-motors-kec-int-l-120090400178_1.html",0
9/4/2020,"Reuters","Silver Lake In Talks To Take $1 Billion Stake In Reliance Retail: Report","Reliance, an oil-to-telecoms conglomerate controlled by India's richest man, Mukesh Ambani, is pitching its retail business as a formidable force","/article/companies/silver-lake-in-talks-to-take-1-billion-stake-in-reliance-retail-report-120090400139_1.html",0
9/2/2020,"Business Standard","Isha, Akash Ambani, Byju, Poonawalla Debut On Fortune'S '40 Under 40' List","The list covers five sectors including finance, technology, health, government/politics and media/entertainment","/article/companies/isha-akash-ambani-byju-poonawala-debut-on-fortune-s-40-under-40-list-120090201861_1.html",0
9/2/2020,"Press Trust of India","Isha, Akash Ambani, Byju Debut On Fortune'S '40 Under 40' Influencer List","Fortune magazine said executives have moved quickly to support and empower employees while grappling with daunting challenges to the way their busines...","/article/companies/isha-akash-ambani-byju-debut-on-fortune-s-40-under-40-influencer-list-120090201781_1.html",0
9/2/2020,"Business Standard","Why Premjis, Ambanis And Nadars Beat Non-Family Run Companies","Family-owned businesses outdo peers in returns since 2006, suggests a Credit Suisse report","/article/markets/why-premjis-ambanis-and-nadars-beat-non-family-run-companies-120090200854_1.html",0
9/1/2020,"Reuters","Reliance Future-Proofs Retail Arm As It Seeks To Woo Potential Investors","The acquisition of Future Group's 2,000 retail stores and Big Bazaar grocery chain will help Reliance, which sells everything from groceries to electr...","/article/companies/reliance-future-proofs-retail-arm-as-it-seeks-to-woo-potential-investors-120090101214_1.html",0
9/1/2020,"Business Standard","Sensex Up 273 Pts; Bharti Airtel Up 7%, Voda Idea Dips 13% Post Agr Verdict","All that happened in the markets today","/article/markets/market-live-sensex-nifty-bse-nse-sgx-nifty-covid-19-gdp-agr-airtel-120090100150_1.html",0
9/1/2020,"Business Standard","Voda Idea Slips 25% From Day'S High; Airtel Up 6% Post Sc Agr Verdict","The Supreme Court has allowed telcos to pay their outstanding dues in 10 years.","/article/markets/vodaidea-slips-25-from-day-s-high-airtel-up-6-post-sc-agr-verdict-120090100575_1.html",0
9/1/2020,"Business Standard","Ambani-Biyani Deal: Future Group'S Footprint To Shrink By 80% In Revenue","Future would be one of the top contract manufacturers in FMCG, fashion space but with wafer-thin margin","/article/companies/ambani-biyani-deal-future-group-s-footprint-to-shrink-by-80-in-revenue-120083101759_1.html",0
9/1/2020,"Business Standard","Jio Takes On Rivals, Rolls Out New Broadband Plans Starting At Rs 399","Plans to be rolled out from today","/article/companies/jio-takes-on-rivals-rolls-out-new-broadband-plans-starting-at-rs-399-120090100039_1.html",0
8/31/2020,"Business Standard","Ambani-Biyani Deal: Retail Arm Leads Future Firms' Rally On Bourses","As part of the deal announced on Saturday, Future Group will be selling its retail assets to Reliance Retail in a deal pegged at Rs 24,713 crore","/article/companies/ambani-biyani-deal-retail-arm-leads-future-firms-rally-on-bourses-120083101773_1.html",0
8/31/2020,"Business Standard","Reliance Retail-Future Group Deal: Traders Worried Over Retail Mkt Monopoly","Praveen Khandelwal, secretary general of Confederation of All India Traders said the deal will lead to monopoly and consequently unfair domination by ...","/article/companies/reliance-retail-future-group-deal-traders-worried-over-retail-mkt-monopoly-120083101762_1.html",0
8/31/2020,"Business Standard","Reliance Retail Likely To Cut Down On Back-End Staff After Future Deal","Store staff to be retained, say sources","/article/companies/reliance-retail-likely-to-cut-down-on-back-end-staff-after-future-deal-120083101354_1.html",0
8/31/2020,"Business Standard","Sensex Tumbles 839 Pts On Broad-Based Sell-Off; Nifty Bank Declines Over 3%","All that happened in the markets today","/article/markets/market-live-sensex-nifty-bse-nse-sgx-nifty-ril-gdp-future-group-120083100120_1.html",0
8/31/2020,"Business Standard","Trading Strategy For Ril, Future Retail, Future Consumer, Future Lifestyle","The deal between the retail arm of RIL and Future Group has brought back focus on the related stocks. Here are the key levels track before you make an...","/article/markets/trading-strategy-for-ril-future-retail-future-consumer-future-lifestyle-120083100344_1.html",0
8/31/2020,"Business Standard","Ril-Future Group Deal: Ril Shares Rally Over 2.5%; Future Group Stocks Jump","Shares of RIL had hit an all-time high of Rs 2,198.70 on July 27, 2020.","/article/markets/ril-future-group-deal-ril-shares-rally-over-2-5-future-group-stocks-jump-120083100246_1.html",0
8/31/2020,"Business Standard","The Future Is In Good Hands; But Will The Promoter Buyout Come Later?","Mukesh Ambani, despite being a later starter in the Retail Business, is today the undisputed emperor.","/article/markets/the-future-is-in-good-hands-but-will-the-promoter-buyout-come-later-120083100185_1.html",0
8/31/2020,"Business Standard","Stocks To Watch: Ril, Itc, Rbl Bank, Wockhardt, Financials, Jk Cement","Here's a list of the stocks that may trade actively in today's trading session","/article/markets/stocks-to-watch-ril-itc-rbl-bank-wockhardt-financials-jk-cement-120083100149_1.html",0
8/31/2020,"Business Standard","Reliance-Future Group Deal To Save Lenders From Rs 12,000-Crore Hit","The financial instruments of Future group have gone through multiple rating downgrades in recent months due to the delay in payments","/article/companies/future-group-reliance-deal-expected-to-address-financial-risks-to-lenders-120083000747_1.html",0
8/31/2020,"Business Standard","Ambani-Biyani Deal: Ril Spreads Wings To Become A Dominant Player In Retail","Gets scale, massive presence, higher valuation of its retail business, and inherits the entire logistics and distribution chain","/article/companies/ambani-biyani-deal-ril-spreads-wings-to-become-a-dominant-player-in-retail-120083100042_1.html",0
8/31/2020,"Business Standard","Bpcl Consumers To Get Cooking Gas Subsidy After Privatisation Too","Move may open up subsidised LPG sector to private marketers","/article/economy-policy/bpcl-consumers-to-get-cooking-gas-subsidy-after-privatisation-too-120083100028_1.html",0
8/30/2020,"Press Trust of India","Future Goes To Ril: Biyani, Pioneer Of Retail, Bows To Winds Of Change","Biyani (59), who started his business in 1987 by launching Manz Wear which later adopted the brand name of Pantaloon, has agreed to hand over the cont...","/article/companies/future-goes-to-ril-biyani-pioneer-of-retail-bows-to-winds-of-change-120083000111_1.html",0
8/29/2020,"Business Standard","Future Enterprises Board Meet On September 7, To Take Up Ril Deal Today","Company's board to meet today on sale of retail arms to RIL","/article/companies/domestic-lenders-ask-future-enterprises-to-expedite-insurance-stake-sale-120082801425_1.html",0
8/28/2020,"Business Standard","Jiomart Sees Order Flow At Four Times Of Pre-Lockdown Period For Kiranas","Robust omni-channel network in the offing, says Reliance Retail's FY20 annual report","/article/companies/jiomart-sees-order-flow-at-four-times-of-pre-lockdown-period-for-kiranas-120082801250_1.html",0
8/28/2020,"Business Standard","Telecom Stocks Rally; Vodafone Idea Surges 17%, Bharti Airtel Up 2%","The telecom companies are awaiting the Supreme Court's judgement in the adjusted gross revenue (AGR) case","/article/markets/telecom-stocks-rally-vodafone-idea-surges-17-bharti-airtel-up-2-120082800492_1.html",0
8/27/2020,"Business Standard","F&O Expiry: Indices Gain For 5Th Day, Nifty Above 11,550; Dlf Advances 10%","All that happened in the markets today","/article/markets/market-live-markets-sensex-nifty-bse-nse-sgx-nifty-coronavirus-hal-120082700169_1.html",0
8/27/2020,"Business Standard","Future Enterprises' Board To Meet On Saturday, To Discuss Raising Funds","A source said the board would also look at the proposal to merge three other listed entities of the Future group with FEL","/article/companies/future-enterprises-board-to-meet-on-saturday-to-discuss-raising-funds-120082700098_1.html",0
8/21/2020,"Business Standard","Bharti Airtel Gets Ready To Take On Reliance Jio In 5G Vran Space","Tech to be tested once spectrum is available","/article/companies/bharti-airtel-gets-ready-to-take-on-reliance-jio-in-5g-vran-space-120082100076_1.html",0
8/21/2020,"Business Standard","Future Enterprises Board Likely To Discuss Merger Plan On Saturday","RIL may pick up 50% in merged entity","/article/companies/future-enterprises-board-likely-to-discuss-merger-plan-on-saturday-120082100066_1.html",0
8/19/2020,"Business Standard","Chemists' Body Writes To Mukesh Ambani Against Ril'S Investment In Netmeds","The letter has also been addressed to Prime Minister Narendra Modi, Union Home Minister Amit Shah, Commerce and Industry Minister Piyush Goyal and oth...","/article/companies/chemists-body-writes-to-mukesh-ambani-against-ril-s-investment-in-netmeds-120081901816_1.html",0
8/19/2020,"Business Standard","From Telecom To Retail, Ril Splurges $3.1 Bn In 3 Years On Acquisitions","Netmeds latest in long list of firms in which it has picked up stakes","/article/companies/from-telecom-to-retail-ril-splurges-3-1-bn-in-3-years-on-acquisitions-120081901771_1.html",0
8/19/2020,"Business Standard","Market Wrap: Indices Gain For 3Rd Day, Sensex Up 86 Pts; Psu Banks Rally","All that happened in the markets today","/article/markets/market-live-markets-sensex-nifty-bse-nse-sgx-nifty-covid-19-ril-120081900135_1.html",0
8/19/2020,"Business Standard","Consolidation In The E-Pharmacy Space And The Reliance Industries Game Plan","The Netmeds acquisition will help it enter online drug sales, making it an integrated player. The firm has a ready customer base of 400 mn mobile user...","/article/companies/consolidation-in-the-e-pharmacy-space-and-the-reliance-industries-game-plan-120081900559_1.html",0
8/19/2020,"Business Standard","Ril, Indiabulls Real Estate: How To Trade These News-Driven Stocks","Here are the key levels for the two stocks you need to keep a tab on before making any fresh investment in these counters","/article/markets/ril-indiabulls-real-estate-how-to-trade-these-news-driven-stocks-120081900244_1.html",0
8/19/2020,"Business Standard","Ril Shares Gain Nearly 1.5% Post Acquisition Of Majority Stake In Netmeds","RIL's acquisition comes at a time when arch-rival Amazon has just started selling pharmaceutical products in Bangalore markets.","/article/markets/ril-shares-gain-nearly-1-5-post-acquisition-of-majority-stake-in-netmeds-120081900242_1.html",0
8/19/2020,"Business Standard","Stocks To Watch: Ril, Indiabulls Real Estate, Zeel, Hal, Muthoot Finance","Here's a list of stocks that may trade actively in today's trading session.","/article/markets/stocks-to-watch-ril-indiabulls-real-estate-zeel-hal-muthoot-finance-120081900164_1.html",0
8/18/2020,"Bloomberg","Richest Asian, Mukesh Ambani Is On A Shopping Spree In Race Against Amazon","Reliance Industries Ltd is in various stages of negotiations to either buy out or purchase stakes in Urban Ladder, Zivame, Netmeds","/article/companies/richest-asian-mukesh-ambani-is-on-a-shopping-spree-in-race-against-amazon-120081800546_1.html",0
8/18/2020,"Business Standard","Hdfc Bank, Ril Help Sensex Settle 478 Pts Higher; Nifty Ends At 11,385","All that happened in the markets today","/article/markets/market-live-sensex-nifty-bse-nse-sgx-nifty-covid-19-hdfc-bank-ril-120081800148_1.html",0
8/17/2020,"Business Standard","Stocks To Watch: Tata Steel, Tata Motors, Icici Bank, Ril, Berger Paints","Here's a list of stocks that may trade actively in today's trading session.","/article/markets/stocks-to-watch-tata-steel-tata-motors-icici-bank-ril-berger-paints-120081700080_1.html",0
8/17/2020,"Business Standard","Reliance In Talks To Acquire Urban Ladder, Milkbasket, Says Report","According to a report, the discussion with Urban Ladder has been going on for the last few months and is now at an advanced stage","/article/companies/ril-in-talks-to-acquire-urban-ladder-milkbasket-capture-e-commerce-market-120081700053_1.html",0
8/15/2020,"Business Standard","Changing Times: Social Puts The Zing Into E-Commerce In Tier-2, 3 Cities","Investors pouring big bucks into social commerce to tap India's large lower income group market","/article/companies/changing-times-social-puts-the-zing-into-e-commerce-in-tier-2-3-cities-120081500080_1.html",0
8/14/2020,"Business Standard","Telecom Stocks Trade Flat Ahead Of Today'S Sc Hearing On Agr Payments","In its last hearing, the SC had asked the Centre to prepare a plan for recovering AGR dues from bankrupt telecom operators","/article/markets/telecom-stocks-trade-flat-ahead-of-today-s-sc-hearing-on-agr-payments-120081400653_1.html",0
8/14/2020,"Business Standard","Stock Of This Ril-Owned Company Has Jumped 600% From March Low","The rally, some analysts argue, comes on the back of the company's change in focus from being a textile play to manufacturing protective gear in battl...","/article/markets/stock-of-this-ril-owned-company-has-jumped-600-from-march-low-120081400552_1.html",0
8/13/2020,"Reuters","Bytedance In Talks With Reliance For Investment In Tiktok: Report","The government in June banned 59 Chinese apps, including TikTok and WeChat, for threatening its ""sovereignty and integrity"" after border tensions with...","/article/companies/bytedance-in-talks-with-reliance-industries-for-investing-in-tiktok-report-120081300251_1.html",0
8/12/2020,"Business Standard","Reliance Plans To Follow Jio'S Success In E-Commerce, Retail, Other Biz","Next on the list: media and entertainment, e-commerce, a series of online businesses, and retail","/article/companies/reliance-plans-to-follow-jio-s-success-in-e-commerce-retail-other-biz-120081200083_1.html",0
8/12/2020,"Press Trust of India","Reliance Jumps 10 Places, Breaks Into Fortune'S Top 100 Global Companies","The oil-to-telecom conglomerate is ranked 96th in the 2020 ranking released by Fortune","/article/companies/reliance-jumps-10-places-breaks-into-fortune-s-top-100-global-companies-120081101129_1.html",0
8/10/2020,"Bloomberg","Aramco Still Working On Deal To Buy $15 Bn Stake In Reliance Industries","Reliance's shares fell in mid-July after Chairman Mukesh Ambani said a transaction had been delayed ""due to unforeseen circumstances in the energy mar...","/article/companies/aramco-still-working-on-deal-to-buy-15-bn-stake-in-reliance-industries-120081001598_1.html",0
8/10/2020,"Press Trust of India","Reliance'S Asset Monetisation Over 4 Months To Boost Credit Quality: S&P","The oil-to-telecom conglomerate has amassed Rs 2.1 trillion in investment proceeds since Facebook announced its investment in its digital unit Jio Pla...","/article/companies/reliance-s-asset-monetisation-over-4-months-to-boost-credit-quality-s-p-120081000860_1.html",0
8/10/2020,"Business Standard","Market Wrap: Sensex Gains 142 Pts, Nifty Ends At 11,270; Pharma Stocks Zoom","All that happened in the markets today","/article/markets/market-live-sensex-nifty-bse-nse-sgx-nifty-covid-19-agr-airtel-120081000127_1.html",0
8/10/2020,"Business Standard","Stocks To Watch: Defence-Related Stocks, Telcos, Ril, Cipla, Eveready, Bpcl","Here's a list of stocks that may remain in focus today","/article/markets/stocks-to-watch-defence-related-stocks-telcos-ril-cipla-eveready-bpcl-120081000151_1.html",0
8/9/2020,"Press Trust of India","15-Year Plan To Convert Reliance Industries Into New Energy Company","While the company will remain a user of crude oil and natural gas, it is looking to embrace new technologies to convert CO2 into useful products and c...","/article/companies/15-year-plan-to-convert-reliance-industries-into-new-energy-company-120080900385_1.html",0
8/8/2020,"Bloomberg","Mukesh Ambani Eclipses Europe'S Wealthiest Man, Becomes World'S 4Th Richest","Ambani has slowly been shifting his focus to e-commerce, with tech giants seeking to take a piece of India's fast-growing digital business","/article/companies/mukesh-ambani-eclipses-europe-s-wealthiest-man-becomes-world-s-4th-richest-120080800770_1.html",0
8/8/2020,"Business Standard","Japanese E-Commerce Giant Rakuten Gets Indian Firms On Board For 5G","Rakuten is tying up with Indian companies such as Sterlite Technologies for hardware and HCL, Wipro, and Tech Mahindra for software","/article/companies/japanese-e-commerce-giant-rakuten-gets-indian-firms-on-board-for-5g-120080800033_1.html",0
8/5/2020,"Press Trust of India","Reliance Industries Now The Second Biggest Brand Globally After Apple","""This year's highest entrant at number two, Reliance Industries excels on every attribute,"" FutureBrand said, releasing its 2020 Index","/article/companies/reliance-industries-now-the-second-biggest-brand-globally-after-apple-120080501236_1.html",0
8/5/2020,"Business Standard","Ril'S Heft Adds To Fund Managers' Woes As Stock Makes Up 20% Of Sensex","Large-cap MFs risk face risk of losing out on the rally","/article/companies/ril-s-heft-adds-to-fund-managers-woes-as-stock-makes-up-20-of-sensex-120080401326_1.html",0
8/4/2020,"Business Standard","Ril Close To Acquiring Future Retail, Finalises Plan With Lenders","RIL, Future stocks go up on finalisation of acquisition talks","/article/companies/ril-close-to-acquiring-future-retail-finalises-plan-with-lenders-120080401126_1.html",0
8/4/2020,"Business Standard","Covid-19: From Ril, To Tata Projects, India Inc Goes For Antibody Testing","RIL, JSW, and Tata Projects, among others, testing all employees and also building databases","/article/companies/covid-19-from-ril-to-tata-projects-india-inc-goes-for-antibody-testing-120080400048_1.html",0
8/1/2020,"Business Standard","Time To Make 2G Telecom Services Part Of History, Says Mukesh Ambani","Reliance Jio shares platform with Bharti Airtel to ring in 25 years of mobile telephony","/article/companies/time-to-make-2g-services-part-of-history-ril-chairman-mukesh-ambani-120080100021_1.html",0
7/31/2020,"Business Standard","Market Wrap: Sensex Slips 129 Pts, Nifty Ends At 11,073; Ril Declines 2%","All that happened in the markets today","/article/markets/market-live-markets-sensex-nifty-bse-nse-sgx-nifty-covid-19-ril-120073100151_1.html",0
7/31/2020,"Business Standard","Ril Slips Nearly 2% After June Quarter Result; Here'S What Brokerages Say","For the April-June period, RIL reported a profit befote tax (PBT) of Rs 8,542 crore against Rs 14,366 crore in the year-ago period.","/article/markets/ril-slips-nearly-2-after-june-quarter-result-here-s-what-brokerages-say-120073100374_1.html",0
7/31/2020,"Business Standard","Stocks To Watch: Ril, Sbi, Tata Motors, Sun Pharma, Indian Oil, Wipro, Lvb","Here's a list of stocks that may remain in focus today","/article/markets/stocks-to-watch-ril-sbi-tata-motors-sun-pharma-indian-oil-wipro-lvb-120073100190_1.html",0
7/31/2020,"Business Standard","Reliance Jio Pre-Tax Profit Zooms 147% In June Quarter, Revenue Up 33.7%","Ebitda for the June quarter grew 55.4 per cent to Rs 7,281 crore","/article/companies/reliance-jio-pre-tax-profit-zooms-147-in-june-quarter-revenue-up-33-7-120073100040_1.html",0
7/31/2020,"Business Standard","Ril'S Pre-Tax Profit Dips 40% As Covid-19 Hits Energy, Retail Businesses","Net profit surges 31%, boosted by exceptional gain of Rs 4,966 crore from BP transaction","/article/companies/ril-s-pre-tax-profit-dips-40-as-covid-19-hits-energy-retail-businesses-120073100005_1.html",0
7/30/2020,"Business Standard","Lic'S Portfolio Up 34% In Fy21 At Rs 5.79 Trn; Ril, Infy Top Contributors","The study is based on 351 companies' data from Capitaline Plus, where LIC held over 1 percentage point stake in the June quarter. These companies acco...","/article/markets/lic-s-portfolio-up-34-in-fy21-at-rs-5-79-trn-ril-infy-top-contributors-120073000476_1.html",0
7/30/2020,"Business Standard","Ril'S Profit Before Tax Dips 6%; Petroleum Retail Biz Valued At $2.04 Bn","Its total income stood at Rs 95,626 crore against Rs 165,199 crore recorded in April-June 2019 indicating improved margins","/article/companies/ril-s-profit-before-tax-dips-6-petroleum-retail-biz-valued-at-2-04-bn-120073001778_1.html",0
7/30/2020,"Business Standard","Ril Posts 31 % Yoy Rise In Q1 Consolidated Net Profit At Rs 13,233 Crore","Revenue from operations came in at Rs 91,238 crore, down 43.8 per cent from the June 2019 quarter","/article/markets/ril-posts-31-yoy-rise-in-q1-consolidated-net-profit-at-rs-13-233-crore-120073001744_1.html",0
7/30/2020,"Business Standard","F&O Expiry: Financials Drag Indices, Sensex Falls 335 Pts; Hdfc Slips 4%","All that happened in the markets today","/article/markets/market-live-us-fed-sensex-nifty-bse-sgx-nifty-covid-19-ril-hdfc-120073000155_1.html",0
7/30/2020,"Business Standard","Stocks To Watch: Ril, Hdfc, Bharti Airtel, Indigo, Dabur India, Tvs Motor","Here's a list of stocks that may remain in focus today.","/article/markets/stocks-to-watch-ril-hdfc-bharti-airtel-indigo-dabur-india-tvs-motor-120073000203_1.html",0
